student_id,session_id,session_date,age,level,vocabulary_score,grammar_score,fluency_score,response_time,correct_answers,incorrect_answers,feedback_received,adaptive_content,overall_performance,engagement_score,learning_efficiency,learning_outcome
249,249,2025-09-06,23,Intermediate,78.3328067600203,60.06530121098561,89.58864404896246,18.54835441017061,27,9,Excellent,1,75.99558400665613,86.09788687190981,0.7631385243049637,1
250,250,2025-09-07,23,Advanced,47.48519839784789,54.62575455353709,73.21008565358929,5.369269757618579,25,5,Needs Improvement,0,58.44034620165809,63.7858527307871,0.7954764991838262,0
251,251,2025-09-08,28,Beginner,61.197240645665104,47.616479473226775,49.962297720415705,8.141836542642666,21,7,Needs Improvement,0,52.9253392797692,80.33684755488264,0.7720208959321535,0
252,252,2025-09-09,18,Advanced,47.649190041428135,53.30840062577687,42.248072079577554,11.24394171031861,16,2,Excellent,1,47.73522091559419,77.16163917544145,0.867077530717062,0
253,253,2025-09-10,26,Advanced,51.761779240099244,41.10134606119085,46.31782406572553,10.348569889262286,16,8,Needs Improvement,1,46.3936497890052,74.40270426720139,0.7324679940296646,0
254,254,2025-09-11,29,Advanced,83.46298123255264,69.16287462280579,68.12776006365237,18.675888153691638,26,0,Excellent,1,73.58453863967027,74.74221790298006,0.9799931141045016,0
255,255,2025-09-12,28,Advanced,63.64459828165911,82.11153731719739,78.25801644083832,5.604334186018132,22,3,Excellent,0,74.6713840132316,81.65930885395592,0.80005370609886,0
256,256,2025-09-13,23,Intermediate,66.76790509213305,67.44902247208209,87.02096036503735,12.683220615155774,20,8,Excellent,0,73.74596264308417,88.13224964804466,0.7656910381317403,0
257,257,2025-09-14,20,Beginner,48.922298261388605,50.96369809619379,40.79115859984104,15.207191937865609,15,7,Excellent,1,46.892384985807816,62.737549773571445,0.8489649440805493,0
258,258,2025-09-15,21,Advanced,55.6135893024398,41.68345891069364,66.1380070780935,18.975469605217533,23,9,Excellent,1,54.47835176374232,60.58507942831561,0.7830993455364148,0
259,259,2025-09-16,29,Intermediate,51.5123084213935,50.73140366294014,63.54336781115884,14.305568781855815,15,8,Excellent,1,55.26235996516416,84.1711437744361,0.8604712259147933,0
260,260,2025-09-17,28,Beginner,50.30930822592132,60.80607140355461,72.8027510987852,17.05632854017644,15,0,Needs Improvement,1,61.30604357608704,63.24508162652278,0.8045527449346256,0
261,261,2025-09-18,21,Beginner,71.8980396657985,77.98057143498983,67.9789427232671,6.255874067680226,11,8,Needs Improvement,0,72.61918460801847,89.60090388241272,0.7396200432307122,0
262,262,2025-09-19,20,Beginner,52.84419238228574,49.392142626888706,74.35195752912404,10.78909266405391,29,2,Excellent,0,58.86276417943282,78.58044746876512,0.7797685726081786,0
263,263,2025-09-20,27,Beginner,71.60077430102092,75.98957266773431,72.90412923745951,10.609207017186012,24,9,Needs Improvement,0,73.49815873540491,79.52599185762422,0.8315319534884575,0
264,264,2025-09-21,20,Advanced,42.922730705427696,83.34667341759419,45.85058624289731,18.294323246835766,26,8,Excellent,0,57.37333012197306,65.96675108814053,0.7090879679438876,0
265,265,2025-09-22,20,Advanced,47.08871967635509,62.69734240541786,79.98589568093598,7.270567568949124,17,0,Needs Improvement,0,63.25731925423631,67.20936930890024,0.9311927581044286,0
266,266,2025-09-23,21,Intermediate,53.72701270000627,81.07159958212966,46.16162878581624,7.278292585049454,14,0,Needs Improvement,1,60.32008035598406,79.7805090929775,0.8865473693771247,0
267,267,2025-09-24,24,Intermediate,69.85234584478458,67.73286740175479,74.92653126045685,9.928372248286976,26,8,Needs Improvement,0,70.83724816899873,87.29180513802591,0.8804078821835063,0
268,268,2025-09-25,21,Intermediate,73.7920622543688,71.85454185404525,60.80726838203034,5.816990710502564,29,5,Excellent,1,68.8179574968148,89.471716635527,0.8638149795648298,0
269,269,2025-09-26,26,Beginner,62.13584833897636,66.31392301691014,65.6925367288299,7.736870609787351,10,3,Needs Improvement,1,64.71410269490546,65.94092839893281,0.8770939516975206,0
270,270,2025-09-27,18,Beginner,62.28954572886145,63.15863583756709,85.16490071878553,19.478144578186026,27,6,Excellent,1,70.20436076173802,64.0235886812937,0.9803955858121662,0
271,271,2025-09-28,25,Advanced,76.2258425699309,51.73267208879247,84.49418632367433,11.422759098007592,24,4,Excellent,0,70.81756699413256,61.69204073282371,0.7025707632432222,0
272,272,2025-09-29,24,Beginner,40.791054588279124,55.159702973052305,80.89281528275149,14.480288126336546,14,9,Excellent,1,58.94785761469431,86.04891054483983,0.7143399128973248,0
273,273,2025-09-30,19,Beginner,57.05450122371103,54.49850594718045,65.50741902281617,15.891668890169553,16,6,Needs Improvement,0,59.02014206456922,68.84144540569406,0.7574480229792406,0
274,274,2025-10-01,25,Beginner,80.93535285596164,68.16444654769074,76.81199050669166,10.504421105108008,27,7,Needs Improvement,1,75.30392997011468,60.05436101607755,0.750190413997945,1
275,275,2025-10-02,18,Intermediate,70.16097051066862,45.9976846511945,65.64485277594046,7.208406116157755,15,7,Needs Improvement,0,60.6011693126012,66.71454258169287,0.7543583378407548,0
276,276,2025-10-03,28,Intermediate,56.86135663777102,85.83958453511676,83.48030412373888,8.098715243326712,14,0,Excellent,1,75.39374843220888,70.21323240298256,0.9015831657545951,1
277,277,2025-10-04,29,Advanced,85.27623961648369,76.03275726415566,60.138791661644994,9.698997148709156,28,7,Excellent,0,73.81592951409479,89.72958508490056,0.8378449903150496,0
278,278,2025-10-05,26,Beginner,78.63113637246913,60.07228154565968,88.51176722074385,14.541026305283385,19,5,Needs Improvement,1,75.73839504629089,75.70624781571244,0.997533663500408,1
279,279,2025-10-06,26,Beginner,53.24477236183667,47.9312072263189,86.61613791144387,10.974208236335816,24,3,Excellent,1,62.59737249986648,66.14141842785304,0.7680657744408834,0
280,280,2025-10-07,19,Advanced,72.26449187628585,84.09960848608179,77.08013097258927,5.102220468501922,19,7,Needs Improvement,1,77.81474377831897,70.04455034140354,0.7932490303082483,1
281,281,2025-10-08,24,Beginner,69.78753640944784,81.18890450505826,53.970794208803596,12.851107776012078,25,2,Needs Improvement,1,68.31574504110323,69.90923062670635,0.9952722150404947,0
282,282,2025-10-09,27,Beginner,60.059395701949136,76.08607763585897,46.58267943966292,18.82270087861127,21,3,Needs Improvement,0,60.90938425915701,60.59177239389526,0.9495274422406741,0
283,283,2025-10-10,20,Intermediate,58.34780396024003,53.57735237056212,82.73517250465987,17.181164165130184,27,5,Needs Improvement,0,64.88677627848733,64.0554916251429,0.8409397662035598,0
284,284,2025-10-11,24,Advanced,57.1780237387852,60.12233187168344,48.26511430689806,17.37817056889447,10,6,Excellent,0,55.188489972455564,80.85589379109634,0.8663790656637969,0
285,285,2025-10-12,29,Advanced,70.85778916978234,45.13741262262117,82.71303944986678,16.92587026409197,25,3,Needs Improvement,1,66.2360804140901,63.60752959712204,0.9529533761958522,0
286,286,2025-10-13,27,Advanced,62.120496824033474,49.45197623637659,64.53825033561802,9.855962384156355,15,3,Needs Improvement,1,58.70357446534269,66.92202829818356,0.8442940738138984,0
287,287,2025-10-14,26,Advanced,81.59315566257109,79.15083186583664,60.327839190405214,16.47790750631588,12,6,Needs Improvement,1,73.69060890627098,70.52211895212926,0.7618071170746252,0
288,288,2025-10-15,21,Intermediate,73.4801308066981,75.75193594253419,85.15953894172145,7.147420367167895,11,5,Needs Improvement,1,78.1305352303179,82.73204833506881,0.9485333615663156,1
289,289,2025-10-16,29,Intermediate,43.49658028547171,69.67428814879673,70.19254912701389,14.865742209139302,11,7,Needs Improvement,1,61.121139187094116,77.4720289460382,0.861331747382693,0
290,290,2025-10-17,18,Beginner,72.0084111914083,84.78633629630863,68.83070035648589,14.623528500274915,22,0,Needs Improvement,1,75.20848261473428,80.66999954965705,0.7459127791491463,1
291,291,2025-10-18,19,Beginner,53.55737182500924,69.16332589065227,67.93829723121988,5.38354698634602,18,9,Needs Improvement,0,63.55299831562713,77.01036976260517,0.8516757493553193,0
292,292,2025-10-19,18,Beginner,69.64059958267114,63.34839999818054,58.55847580097657,16.819552003863976,25,6,Excellent,0,63.84915846060941,80.50777275665607,0.8239610141790576,0
293,293,2025-10-20,29,Beginner,74.00659655517256,57.018537315288135,79.28215517645637,18.548721576426956,14,6,Excellent,0,70.1024296823057,60.08526460991917,0.9630527595645274,0
294,294,2025-10-21,22,Intermediate,51.541459457700604,87.02242528680863,52.63992220078865,9.011229177081615,16,6,Excellent,0,63.734602315099295,87.92694433114289,0.737816629408211,0
295,295,2025-10-22,22,Advanced,62.84293224401843,44.135773076217674,86.94474800206376,17.18586086279226,22,6,Excellent,0,64.64115110743329,63.327606926244194,0.9625629413344077,0
296,296,2025-10-23,28,Intermediate,49.51624314095339,86.54436860304043,84.69926025234804,6.2360895779292225,29,9,Needs Improvement,0,73.58662399878062,72.18747287930715,0.8536633050430854,0
297,297,2025-10-24,24,Beginner,42.61694378932542,81.33573299655092,56.87401628374491,13.999517873915991,22,9,Excellent,0,60.27556435654041,83.13115110734564,0.8213093289943443,0
298,298,2025-10-25,26,Intermediate,58.92382117429345,46.49649622678506,76.47318849158319,12.284702980014156,16,7,Excellent,0,60.63116863088723,73.05692154028272,0.748590155320882,0
299,299,2025-10-26,26,Advanced,58.1472135922996,68.24921788376268,68.66115972247957,13.188852999635,19,8,Excellent,1,65.01919706618061,88.40527655002548,0.9102453887916038,0
300,300,2025-10-27,20,Advanced,89.77402453521285,83.32739908745435,56.882465099961735,18.893078028265176,24,8,Needs Improvement,1,76.66129624087631,74.027668454963,0.9780420127330122,1
301,301,2025-10-28,20,Intermediate,62.31761755988211,68.59045818035769,89.42608239977233,18.069728708702804,15,1,Excellent,1,73.44471938000403,86.24818216808015,0.8126132061697959,0
302,302,2025-10-29,20,Intermediate,56.678477473610016,85.35999107803111,41.26186729241321,16.776254858596356,14,6,Excellent,1,61.10011194801811,84.32484340086813,0.77247550020125,0
303,303,2025-10-30,21,Intermediate,69.02375033583374,87.14919084080213,52.63230153106433,9.105476865175564,11,6,Needs Improvement,1,69.6017475692334,89.4295890839605,0.8664600750997471,0
304,304,2025-10-31,25,Beginner,44.438369705388425,61.11922610921529,66.00370305555752,18.677279430291374,24,3,Excellent,1,57.18709962338708,87.79643342252926,0.938855784530161,0
305,305,2025-11-01,23,Intermediate,88.08328679774067,58.86568307031618,66.0976501739282,6.462615386958129,25,8,Needs Improvement,1,71.01554001399502,86.94371504138635,0.7011303083651599,0
306,306,2025-11-02,25,Intermediate,71.74800227955166,86.81605769845784,69.4466537472782,17.799938248381817,28,7,Excellent,0,76.00357124176257,81.94813021558406,0.8894132309186288,1
307,307,2025-11-03,18,Intermediate,77.74189099704239,73.7570030574834,77.58380860114596,9.922401085304116,18,0,Needs Improvement,0,76.36090088522393,71.00994441804663,0.8789548002095893,1
308,308,2025-11-04,25,Advanced,48.523896908695875,45.80113406740846,71.17389152596482,5.80658467492975,28,1,Excellent,1,55.16630750068972,63.18376255694707,0.7954456557412479,0
309,309,2025-11-05,21,Advanced,60.4738926502602,42.11458746113406,70.01407302640185,15.040354763611225,16,1,Excellent,0,57.534184379265376,80.65935156793171,0.8354269010814911,0
310,310,2025-11-06,28,Beginner,61.134455669809476,68.23145254986315,42.675723145652164,8.469198924739331,13,7,Excellent,0,57.34721045510827,89.35962244013895,0.7740889672485463,0
311,311,2025-11-07,18,Beginner,81.09032219505434,86.50854827192123,58.82651438946492,8.653566887969479,12,0,Needs Improvement,0,75.47512828548015,81.79813311995608,0.9369657213855529,1
312,312,2025-11-08,25,Advanced,40.06183398797047,82.21243512029092,51.602786985057804,9.590707493431573,29,3,Excellent,0,57.95901869777307,87.86188107832007,0.8903604800098323,0
313,313,2025-11-09,21,Advanced,55.04265541766276,73.79238732321681,53.268505580098775,5.955271512537751,20,9,Needs Improvement,0,60.70118277365945,84.1291413886655,0.8598134866116955,0
314,314,2025-11-10,23,Advanced,89.0618187172152,46.955792444554376,67.71687371701725,7.656907162973811,10,4,Needs Improvement,1,67.91149495959561,64.89344025350036,0.8177578595253481,0
315,315,2025-11-11,25,Intermediate,63.74432717531093,52.711569187434776,49.97526574648042,5.077094413783405,15,8,Needs Improvement,0,55.47705403640871,67.47611311773862,0.7874153158062196,0
316,316,2025-11-12,21,Intermediate,59.12631401220041,83.77556132763081,54.69745505084488,11.681142816586803,20,6,Needs Improvement,1,65.86644346355871,70.25596805287051,0.9468209458130294,0
317,317,2025-11-13,20,Advanced,45.99145010088232,49.140361832845024,51.854235425867,6.263830661269569,10,7,Excellent,1,48.995349119864784,65.04781333014013,0.8354223011300707,0
318,318,2025-11-14,26,Intermediate,88.70823143140078,53.92197041252173,87.42514716090975,15.239789075662985,16,8,Excellent,1,76.68511633494408,77.4495399801902,0.8504342259525017,1
319,319,2025-11-15,20,Intermediate,41.001317796291225,46.4800325597721,87.23328660855475,8.534342767874726,15,6,Excellent,0,58.23821232153936,89.26351572404855,0.8562486191622225,0
320,320,2025-11-16,26,Beginner,76.85901125036216,73.80541157072057,70.49707792980259,19.153612160527658,23,4,Needs Improvement,1,73.7205002502951,82.84376500308475,0.834510080629473,0
321,321,2025-11-17,19,Advanced,78.42999023942542,87.19911526816048,86.226123436595,18.06877441097979,11,4,Excellent,1,83.95174298139364,72.70160247202385,0.7768265278715271,1
322,322,2025-11-18,19,Advanced,52.18283580319333,53.448401579769296,79.29063227341865,9.341613424523125,13,9,Needs Improvement,1,61.640623218793756,60.13513442940866,0.7361021320729155,0
323,323,2025-11-19,19,Intermediate,73.57792218065187,63.77033039250368,69.49739414009044,16.748231819850183,20,5,Needs Improvement,1,68.94854890441532,69.39828033414537,0.7295611801503221,0
324,324,2025-11-20,23,Advanced,44.646457218969495,71.71698698556021,40.321760574839786,17.048673569972095,24,4,Needs Improvement,0,52.22840159312316,75.80277863076645,0.9272387570022066,0
325,325,2025-11-21,20,Beginner,52.852363321603995,89.97331241078153,78.6258143039702,19.798446711716156,27,8,Excellent,1,73.8171633454519,69.72752621555912,0.7670583466904534,0
326,326,2025-11-22,26,Beginner,79.39509941461324,45.240403249878604,75.12441707942344,13.967599802685275,10,2,Excellent,1,66.58663991463843,63.331047690715785,0.7167018444861927,0
327,327,2025-11-23,21,Beginner,83.23430960167701,64.92853997528546,70.7626826641207,6.229486019654933,12,2,Needs Improvement,1,72.97517741369438,73.28294870585684,0.9392552220087658,0
328,328,2025-11-24,18,Advanced,70.42432063298956,59.256005995125,78.02121558412358,14.702558433895714,12,6,Excellent,1,69.23384740407938,67.5975845089715,0.7462184958581943,0
329,329,2025-11-25,21,Advanced,65.34192159102413,83.29100826111775,65.6461082387383,14.374696225640529,16,6,Excellent,0,71.4263460302934,87.27697129384504,0.8875438275200062,0
330,330,2025-11-26,18,Advanced,47.96520103094902,63.79838655058279,75.20416356606695,14.575258661306476,10,5,Needs Improvement,1,62.32258371586625,63.05263585503047,0.801592981434359,0
331,331,2025-11-27,22,Advanced,43.155451653957506,45.5488762292574,86.75860433632467,9.607184721563172,20,2,Needs Improvement,1,58.487644073179865,61.474578861741314,0.7379440770073928,0
332,332,2025-11-28,21,Advanced,45.882451423677935,71.72120726432918,58.79025079230431,17.895193776204994,15,6,Excellent,1,58.797969826770476,60.15942507464586,0.8243442937763079,0
333,333,2025-11-29,25,Beginner,51.36786500480494,78.53903091319398,75.40609174503126,19.392082744331177,29,4,Needs Improvement,1,68.43766255434339,69.84209053456973,0.7044426583397875,0
334,334,2025-11-30,25,Intermediate,57.083725094846045,40.14406258328073,63.78439090054793,8.265687694672273,12,6,Needs Improvement,1,53.67072619289157,79.81160514602666,0.9523134947537681,0
335,335,2025-12-01,24,Beginner,59.04547627554936,82.94783427103147,73.71998259069908,6.322282372049667,28,1,Excellent,1,71.90443104575996,81.91241258645378,0.8540493884025572,0
336,336,2025-12-02,20,Advanced,57.316088429450176,49.30115000028328,78.14466677771821,7.918025497527261,11,5,Excellent,0,61.58730173581722,73.59785050145169,0.7417480032723885,0
337,337,2025-12-03,18,Beginner,51.95276660986328,67.60346823266889,42.2726250217898,17.30828208883578,27,7,Needs Improvement,1,53.942953288107326,80.529859513658,0.7710940955166954,0
338,338,2025-12-04,18,Advanced,65.4862123375849,60.78987503437251,72.3300221974331,15.149669522297712,21,0,Excellent,0,66.20203652313016,70.7974210864609,0.834392557641558,0
339,339,2025-12-05,29,Advanced,81.26430541164484,75.98269083052652,51.33705922034723,14.540710135086899,19,3,Needs Improvement,0,69.52801848750619,80.03418659959851,0.7566608148446645,0
340,340,2025-12-06,28,Beginner,53.98517692357396,58.55808073928709,73.50162689037833,11.026897026641368,14,0,Needs Improvement,1,62.014961517746464,61.2178795590712,0.7805797484503257,0
341,341,2025-12-07,20,Advanced,87.11935095511166,83.48815883408554,63.41650929669068,13.667419572671536,18,0,Excellent,0,78.00800636196261,71.72258953701012,0.8603156692705789,1
342,342,2025-12-08,23,Intermediate,83.66683308619238,76.5248180479395,78.67763709324436,9.61811187911551,11,9,Needs Improvement,1,79.62309607579208,83.72549032899538,0.9497827039115156,1
343,343,2025-12-09,24,Advanced,48.08821056760548,72.38565855314607,46.17004076027982,12.15800119126942,11,7,Needs Improvement,0,55.547969960343785,84.09018091377004,0.8205519057069762,0
344,344,2025-12-10,23,Intermediate,79.31379783785472,79.81202977814272,71.31611758280975,16.895945425559837,15,6,Needs Improvement,1,76.81398173293572,81.48446336627083,0.9150925820660645,1
345,345,2025-12-11,23,Intermediate,68.72936911588833,77.70115174641911,53.92353644637762,19.71862396183193,19,9,Excellent,0,66.78468576956169,66.12715861709593,0.9630052640381945,0
346,346,2025-12-12,23,Advanced,68.32876810857093,41.79693374607767,82.64909976652957,18.987333853847026,27,0,Excellent,0,64.25826720705939,67.416153567919,0.7648902820888486,0
347,347,2025-12-13,20,Beginner,59.552138152908725,59.736717692241406,86.41917528181537,19.00798914269373,21,1,Excellent,1,68.5693437089885,89.88266181793537,0.942157591120648,0
348,348,2025-12-14,23,Intermediate,65.05764995910049,86.5403648658245,89.81991468395277,11.033356022706686,13,3,Needs Improvement,0,80.47264316962593,63.101340216058794,0.9272206594993082,1
349,349,2025-12-15,25,Beginner,59.85893887146055,46.28621344961131,79.80037012136417,12.031848207601865,26,0,Needs Improvement,0,61.981840814145336,65.41988096707229,0.8070811893844405,0
350,350,2025-12-16,28,Intermediate,66.98663093799715,76.85482752160256,77.68670352140023,15.584530945534723,24,2,Excellent,0,73.84272066033331,63.90078766950398,0.9968559878502601,0
351,351,2025-12-17,28,Advanced,71.39750263863179,88.72959056676649,50.775037943377555,18.832878920769264,15,7,Excellent,0,70.30071038292529,69.82964891050847,0.778771711430787,0
352,352,2025-12-18,19,Advanced,73.71519032045242,42.60993145224858,56.80035294950544,7.129913890281269,25,7,Excellent,0,57.70849157406881,66.3052750570177,0.7764409798095087,0
353,353,2025-12-19,22,Intermediate,66.6240596279713,74.10969403133052,63.284127088113976,9.563627957407936,26,7,Needs Improvement,1,68.0059602491386,74.93063878643316,0.9316777493959594,0
354,354,2025-12-20,18,Advanced,76.07110336643659,63.40770706505152,78.6690523891125,7.088702668911643,12,5,Excellent,0,72.71595427353354,74.2806212064036,0.8303971954153252,0
355,355,2025-12-21,29,Intermediate,47.06390246377529,68.95876276873611,85.74829325389842,14.18012794939183,19,5,Needs Improvement,0,67.25698616213661,87.0451685835391,0.7992384984343129,0
356,356,2025-12-22,18,Advanced,50.59912454511193,44.26706682421624,49.45695500114923,9.594514953313062,14,4,Excellent,1,48.107715456825794,61.04219842334344,0.7535988416017309,0
357,357,2025-12-23,22,Beginner,80.9367502037135,42.15034759334697,86.11837423350514,9.891617787688602,23,8,Needs Improvement,1,69.73515734352186,69.5963873000329,0.9295997292803633,0
358,358,2025-12-24,29,Advanced,56.12639889232076,73.3433330275461,74.7812326177029,6.063739392319689,22,3,Needs Improvement,1,68.08365484585659,77.89973675991271,0.9358965418408232,0
359,359,2025-12-25,20,Beginner,41.14469124880601,81.1654714910359,70.53853653425193,10.24694092711388,15,9,Excellent,0,64.28289975803129,78.14405285531892,0.8699692009690421,0
360,360,2025-12-26,21,Advanced,47.68955748340156,79.10076674664836,49.99206356409697,17.937447611023778,21,6,Needs Improvement,0,58.92746259804897,74.40378687042627,0.9871940839574118,0
361,361,2025-12-27,20,Beginner,51.18072172481556,67.19028639331187,42.77625164045753,8.496092178362524,17,0,Excellent,0,53.71575325286165,84.46996622443902,0.7954489811267962,0
362,362,2025-12-28,18,Advanced,87.86614439472936,44.99334105680891,68.423244925397,15.427811993150986,14,8,Needs Improvement,0,67.09424345897843,61.88166514243376,0.7658857136438011,0
363,363,2025-12-29,18,Beginner,68.65207144654246,74.40222219180069,72.57578416644462,14.44442517407889,24,6,Needs Improvement,1,71.87669260159593,84.46463296740407,0.9032400306803385,0
364,364,2025-12-30,29,Intermediate,86.63653702381274,52.094444177707295,50.539072467734414,17.95226912553673,25,9,Excellent,1,63.09001788975147,74.84262721307111,0.9275225922399114,0
365,365,2025-12-31,29,Intermediate,68.75816752483125,85.55343513836918,67.82281029127282,6.9843192147655735,10,8,Needs Improvement,0,74.04480431815774,64.01282085231007,0.7674717911655466,0
366,366,2026-01-01,22,Beginner,63.967722006892586,81.91326797728524,82.82467013812868,19.663849405175647,25,6,Excellent,0,76.23522004076884,86.57105740621432,0.7229832292783339,1
367,367,2026-01-02,23,Advanced,55.686384559704805,75.46914835436954,81.753297272751,13.739429690605483,14,1,Excellent,0,70.96961006227512,79.4768633862289,0.9431549459759117,0
368,368,2026-01-03,20,Beginner,70.31854722166878,87.44229779155651,86.36775902931487,19.932112285202216,12,5,Excellent,0,81.37620134751339,64.90637060472417,0.9929505920938038,1
369,369,2026-01-04,29,Advanced,46.95990123087649,41.57109107556364,58.29429047784402,18.67272088798776,29,9,Needs Improvement,1,48.941760928094716,61.009491701970795,0.8934016858216853,0
370,370,2026-01-05,26,Intermediate,84.9130813646353,76.8100212530381,55.90247862754593,8.322759081696587,24,3,Needs Improvement,1,72.54186041507312,64.23328944997948,0.7833600700431682,0
371,371,2026-01-06,22,Advanced,81.46662025706419,56.51213896682027,77.47130029904044,5.842430148549696,22,2,Needs Improvement,0,71.81668650764163,78.26393880541181,0.9990017825658376,0
372,372,2026-01-07,25,Intermediate,55.87657239383685,85.30329428431827,61.555620254850254,8.834586406930423,25,1,Excellent,1,67.57849564433512,65.37888705780145,0.9679799908801232,0
373,373,2026-01-08,18,Advanced,87.63987638006472,53.33375983309888,44.37743320138903,12.913454734991298,20,5,Excellent,0,61.78368980485089,66.77289224625085,0.8540141938840882,0
374,374,2026-01-09,22,Advanced,81.2600383707784,76.24282496575086,54.140056533524984,7.57394550597785,11,7,Needs Improvement,0,70.54763995668475,60.754191772689424,0.9475963854525501,0
375,375,2026-01-10,20,Advanced,73.31534429175198,83.88235098253907,60.92911427657445,7.5118961677698275,15,5,Needs Improvement,1,72.70893651695518,81.68792016715811,0.9447461569788901,0
376,376,2026-01-11,29,Beginner,46.08809555626374,42.08284091913412,54.625821273812605,11.938903206577297,15,8,Excellent,0,47.59891924973683,84.31093199278311,0.9804396909020499,0
377,377,2026-01-12,18,Beginner,63.91170115240361,59.88237897960181,56.61027854736608,5.499019567540376,23,4,Needs Improvement,1,60.13478622645717,83.9054453031637,0.952277153132038,0
378,378,2026-01-13,21,Intermediate,65.30537774233754,78.11545160109694,54.688795308719534,6.828321237984056,20,1,Excellent,0,66.03654155071801,63.827044540928526,0.8931037707871493,0
379,379,2026-01-14,22,Intermediate,51.62756791826901,62.74594447537935,42.074958359153975,11.237920091119214,17,7,Needs Improvement,1,52.149490250934114,87.09903382166277,0.8827911156869522,0
380,380,2026-01-15,24,Beginner,43.998269717965094,53.362631489679764,71.85473504122213,5.946948638119497,17,8,Excellent,0,56.405212082955664,80.1683648842224,0.8402071864994836,0
381,381,2026-01-16,18,Intermediate,78.83618152358463,50.9902674411595,69.86462101767347,10.95132584683294,10,9,Needs Improvement,1,66.56368999413921,86.92585867130593,0.8879456919912272,0
382,382,2026-01-17,20,Beginner,46.10175260621975,46.5759133458189,72.66917492393404,12.110093989226677,16,3,Needs Improvement,0,55.11561362532422,73.41481513591991,0.9385649759591148,0
383,383,2026-01-18,19,Advanced,69.71453752808874,82.85647799281412,49.61549480168137,11.768999211096716,15,5,Excellent,0,67.3955034408614,73.10864583251093,0.990711287890766,0
384,384,2026-01-19,26,Intermediate,86.82245869418303,68.7677701625778,54.78272708062426,18.03762286104631,17,9,Excellent,1,70.12431864579503,83.53609556054685,0.840186207454636,0
385,385,2026-01-20,27,Intermediate,83.80525962990212,43.8192472495728,70.98079634724611,12.950936825775987,28,7,Excellent,0,66.20176774224035,62.798935664302306,0.8720959608966271,0
386,386,2026-01-21,23,Beginner,53.88763118746306,59.12901617853177,69.98137842299607,12.01970693717065,29,8,Needs Improvement,1,60.999341929663636,75.62622109904657,0.8334416485176345,0
387,387,2026-01-22,27,Intermediate,82.57243187756328,58.38668254025549,65.31651546771339,11.160638680874992,17,4,Excellent,1,68.75854329517739,85.09152706893677,0.9005465862950212,0
388,388,2026-01-23,20,Intermediate,40.01662530602447,49.08695953547315,57.52066250050987,17.264350674567293,23,5,Excellent,0,48.8747491140025,84.90577689208715,0.8889761512183778,0
389,389,2026-01-24,25,Advanced,40.88439048066286,61.77538127360953,85.6465502387345,18.425849059997496,27,3,Needs Improvement,0,62.768773997668966,88.68398569027107,0.7053501370580869,0
390,390,2026-01-25,25,Intermediate,70.12765819214324,56.60496826965682,56.98851211494219,17.798637037956762,25,4,Excellent,0,61.24037952558075,80.9481778059164,0.8623484677301976,0
391,391,2026-01-26,19,Advanced,58.23991095722647,57.09018527460913,62.78095782186258,15.103198671970862,18,6,Excellent,0,59.37035135123273,66.23311888319185,0.7265460687097042,0
392,392,2026-01-27,23,Beginner,59.32304205795735,76.95132788939793,73.90569154771043,7.060426189530114,24,8,Excellent,1,70.06002049835524,60.60840944683743,0.7079150854016615,0
393,393,2026-01-28,24,Intermediate,68.22205453394412,51.16316927525982,67.1510715433382,9.153049542380185,19,9,Needs Improvement,0,62.17876511751405,74.38247395881305,0.9373591486254095,0
394,394,2026-01-29,19,Advanced,49.589122779593026,72.09299794276777,57.34429881821928,5.690945955229662,25,5,Needs Improvement,0,59.67547318019336,75.41111596867667,0.7775949586477902,0
395,395,2026-01-30,28,Beginner,50.58776753327392,68.53248119404674,61.78223952282549,18.96236112485171,13,5,Needs Improvement,0,60.30082941671538,67.20787753496795,0.8021965231861897,0
396,396,2026-01-31,27,Intermediate,64.23007935094324,68.40462561689336,79.7240408926753,14.911977945363656,29,7,Excellent,1,70.78624862017064,63.740923413708096,0.7192253762812199,0
397,397,2026-02-01,19,Beginner,77.71267721719315,73.1503673070888,53.90645777433062,16.195443264698625,22,3,Needs Improvement,0,68.25650076620418,77.58624498571527,0.7538500781483052,0
398,398,2026-02-02,27,Intermediate,70.97488757037938,67.4191018097827,47.112761988840774,9.673576093733434,14,2,Excellent,1,61.83558378966762,82.92767022072424,0.9296814454773377,0
399,399,2026-02-03,18,Beginner,54.86775241184195,83.96275574231923,55.65816009148885,17.684802834160138,16,6,Excellent,0,64.82955608188335,89.79462310770481,0.8480592490697862,0
400,400,2026-02-04,25,Beginner,61.51685887544606,73.779004597513,82.47671077439506,8.894049255627177,18,4,Excellent,1,72.59085808245138,82.74907851631556,0.9642005387650445,0
401,401,2026-02-05,18,Advanced,48.53323792749992,67.3481625685694,44.44948574281733,5.024656356686745,17,1,Needs Improvement,0,53.44362874629555,83.80897242766743,0.8191726394400505,0
402,402,2026-02-06,26,Beginner,43.73149071685408,81.48815601438224,89.58480366862258,10.64622443781041,25,1,Needs Improvement,0,71.60148346661964,78.49382634686393,0.7806102207262804,0
403,403,2026-02-07,28,Intermediate,79.13480203720746,70.30732824667399,67.05014494638313,13.561422214386102,15,5,Excellent,1,72.16409174342152,89.57767976910053,0.8042799443375952,0
